36,398,89,76,69,61,42,47,38,24,16,2,31,3,0,5,9,16,25,44,0,11,39,68,60,68,456,14,0,0,0,0,0,695,0,35,3,0,0,0,0,0,0,0,0,25,248,286,420,645,580,437,294,178,132,102,121,222,0,811,1165,1396,1487,3797,3029,0,0,0,32,17,14,10,2,0,2,4,0,0,0,504,21,0,105,134,168,117,91,71,30,9,0,0,2,11,19,76,4,16,26,156,2,21,285,20,3,187,1,21,2516,369,390,419,327,0,0,0,0,6,1,0,3,0,0,0,0,0,0,0
61,305,97,71,63,56,39,34,27,16,10,2,11,0,6,20,21,26,40,81,0,0,0,34,57,76,513,13,0,0,0,0,0,703,0,62,19,5,0,0,0,0,0,0,0,33,193,0,0,327,444,438,370,273,214,163,152,308,0,417,804,1089,1307,4459,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,553,67,93,178,116,70,0,0,8,7,0,5,1,0,6,15,47,3,16,25,127,6,21,237,17,2,167,2,30,2306,343,365,454,623,381,0,0,14,23,7,3,0,0,0,0,0,7,21,38
23,212,78,56,55,50,42,31,22,17,7,0,1,0,0,17,42,71,144,241,249,120,128,73,75,85,578,10,4,5,0,0,0,737,48,77,8,0,0,0,0,0,0,0,0,58,164,0,0,177,334,409,400,326,293,231,201,420,203,312,556,834,1091,5020,2515,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,814,245,203,145,84,36,0,0,0,0,4,33,8,2,0,4,26,4,12,19,100,6,15,208,15,5,152,2,49,2107,318,283,308,460,758,687,636,590,513,416,268,0,0,0,0,0,0,5,12
20,155,63,46,35,29,30,26,10,6,0,3,11,0,0,0,4,10,38,0,137,0,81,91,100,94,648,13,5,21,15,16,385,773,58,45,9,2,0,0,0,0,0,43,72,105,123,5,0,87,263,481,455,373,338,305,248,351,286,318,418,609,848,2947,2754,2633,0,0,0,0,0,0,0,0,0,0,0,0,0,822,0,0,0,60,26,8,7,0,0,0,49,11,14,5,0,9,3,8,17,77,2,13,178,10,3,134,2,86,1899,343,203,168,142,117,81,71,89,146,268,521,229,0,0,0,0,0,0,7
7,104,62,53,36,28,18,18,5,0,1,12,29,0,15,7,0,5,20,0,145,0,33,64,94,114,718,0,0,14,18,24,624,438,65,29,7,18,0,0,0,6,24,75,40,41,47,0,0,0,0,254,382,587,756,561,427,390,339,329,405,502,672,1820,2303,3762,0,0,0,0,7,6,0,0,0,0,0,0,0,830,0,0,3,95,35,27,21,13,24,39,73,23,26,12,3,3,0,2,9,52,3,20,150,20,5,119,5,179,1669,458,217,166,133,137,91,26,4,0,0,276,497,0,0,0,0,0,0,0
0,55,48,42,29,19,10,7,0,2,8,18,54,30,39,0,0,0,3,0,153,161,105,93,103,111,785,416,8,11,20,23,781,265,53,13,6,41,10,0,0,6,20,35,0,18,12,0,0,0,0,125,0,0,373,465,480,422,375,354,413,452,541,1209,1800,4668,0,0,0,4380,0,363,2,0,0,0,0,0,430,838,0,0,0,135,57,43,37,33,53,60,62,40,54,24,9,9,5,0,3,30,6,19,108,16,6,101,3,377,1337,645,302,198,118,146,134,38,0,0,0,0,489,481,473,0,0,8,8,3
54,45,35,26,23,16,4,0,2,9,15,16,45,49,73,0,0,2,0,0,0,86,107,98,110,109,449,660,8,6,27,34,895,155,35,13,5,68,13,3,0,5,10,9,0,10,0,0,0,0,0,133,141,149,267,353,450,439,405,385,433,463,498,857,1348,5340,2630,0,5934,8769,18321,683,0,0,0,0,0,331,660,441,32,56,92,183,62,54,70,72,109,138,95,54,37,0,25,25,18,5,0,8,4,13,81,15,5,86,5,692,798,933,411,267,69,143,244,63,0,0,0,0,0,0,465,457,274,223,157,105
44,38,30,18,8,2,0,5,10,15,28,26,49,55,147,26,18,10,0,0,0,45,94,109,121,119,301,840,8,5,22,39,984,101,40,17,5,94,15,9,0,2,4,5,4,5,3,0,0,0,0,0,0,146,386,693,1067,1447,1844,2240,2675,3078,3529,4079,4868,7990,11055,11368,11582,5797,13571,1394,0,0,8,161,293,582,475,262,63,92,106,140,86,81,84,72,94,72,0,0,19,0,49,27,24,12,4,2,0,4,56,17,2,69,3,679,0,707,498,456,0,0,203,115,0,0,0,0,0,0,0,167,77,65,57,66
41,28,18,8,2,0,4,11,25,30,39,36,57,55,190,0,0,0,0,0,0,23,65,98,116,117,206,962,7,7,20,29,1059,81,34,17,4,120,18,11,4,5,10,11,14,13,29,8,0,0,0,0,36,123,176,226,238,304,386,421,396,355,313,214,171,844,814,600,401,259,9866,2843,0,0,0,356,397,480,339,178,96,109,121,141,93,79,86,82,78,49,0,0,54,40,76,35,31,19,11,4,0,2,33,15,3,55,7,668,0,460,579,892,647,232,268,218,0,0,6,6,0,0,0,117,78,59,42,51
25,23,18,4,0,9,16,20,30,38,45,45,66,63,232,0,0,0,0,0,0,15,63,88,116,124,173,1063,11,8,18,27,1127,60,34,17,3,146,21,16,6,12,24,26,22,29,76,7,0,0,0,0,67,136,209,251,245,320,415,387,337,273,227,171,134,1469,723,381,192,102,8275,5565,0,0,300,586,414,364,228,161,137,136,144,132,100,99,102,90,68,43,5,0,88,58,70,45,41,24,24,6,0,0,9,8,0,34,4,655,0,131,258,487,886,194,286,438,361,282,217,153,100,44,0,69,74,53,27,30
18,8,6,0,3,19,27,32,37,44,55,61,71,79,286,0,0,0,8,0,0,0,38,91,112,130,163,1173,18,9,21,28,1177,42,33,15,4,180,29,18,5,12,31,42,36,40,109,0,0,0,0,0,118,197,251,262,228,349,487,390,294,201,183,92,55,1383,0,0,0,0,5483,11040,6580,5834,5322,4806,4325,3957,3617,3371,3110,2878,2627,2392,2229,2100,1989,1873,1765,1683,1601,1525,1463,1280,1155,993,820,596,364,0,0,7,3,1,0,20,7,645,0,0,0,0,775,111,110,109,117,101,86,74,81,79,50,58,75,71,30,31
17,6,0,2,7,16,29,41,47,54,58,62,70,77,339,193,90,79,16,0,0,0,0,53,86,118,141,1274,16,4,21,36,1244,44,37,15,3,221,41,16,5,18,58,93,118,149,204,0,0,0,0,0,206,277,275,266,207,467,598,291,154,93,60,0,5,1347,0,0,0,0,0,4444,1553,971,388,334,320,307,263,279,298,331,291,170,117,85,80,89,80,84,96,111,135,150,194,271,354,434,648,485,326,206,136,74,37,20,4,631,38,0,0,5,705,113,111,93,105,97,77,61,55,40,26,26,53,93,26,22
4,0,1,7,18,26,36,45,53,65,80,83,83,84,201,215,157,175,0,0,0,0,0,31,87,116,126,1359,19,5,20,24,1295,46,48,17,5,243,21,0,0,0,6,0,0,78,298,0,0,0,154,307,448,352,261,217,165,697,348,0,0,2,5,0,0,1331,1320,0,0,0,0,3613,2159,1586,418,334,307,298,264,245,283,378,412,193,134,97,76,61,61,66,60,82,107,124,112,170,239,248,298,300,216,92,77,49,28,16,5,575,61,50,42,5,614,116,125,107,93,90,74,63,47,27,11,0,0,63,16,10
0,4,13,15,23,31,39,53,59,62,80,102,91,95,159,183,186,277,141,0,0,0,0,0,52,150,230,1614,15,3,19,25,1358,70,35,0,6,279,17,0,0,0,0,0,0,0,306,153,0,0,267,289,257,210,171,154,144,596,0,0,0,0,0,0,0,0,1312,0,0,0,0,2516,2603,2697,467,387,321,301,242,174,165,315,626,249,166,111,79,53,44,46,36,38,60,109,44,81,175,204,296,372,362,98,91,61,40,21,5,533,0,0,30,2,534,78,81,84,85,80,71,62,55,41,16,0,0,43,11,1
12,31,58,88,125,185,269,309,356,404,448,522,319,196,202,183,203,253,279,141,0,0,0,0,5,18,0,1633,19,5,23,33,1435,38,0,0,11,306,0,0,0,0,6,26,47,65,256,447,482,508,542,315,210,144,119,104,93,502,6,0,0,1,0,0,187,357,1296,0,0,0,0,1237,2512,4968,483,412,349,363,299,181,0,0,486,263,180,138,87,46,32,26,17,6,0,80,0,0,52,77,173,330,634,75,84,60,31,14,2,518,0,0,20,1,485,81,77,66,68,68,57,57,55,46,26,0,0,21,9,3
4,2,2,11,19,40,48,0,0,0,0,260,311,259,249,223,222,241,265,279,132,0,0,0,0,3,0,1651,20,3,17,30,1456,0,0,0,0,314,0,0,0,0,9,17,19,24,36,37,41,37,55,65,64,64,76,62,82,437,4,13,47,92,132,190,353,331,923,0,0,0,0,0,0,4721,547,413,350,409,411,351,0,0,358,325,217,145,86,45,21,11,2,0,0,72,40,18,10,0,0,0,591,60,102,78,33,15,7,508,69,30,18,3,430,79,73,61,59,59,50,37,44,43,50,34,19,13,2,0
12,16,0,6,15,36,19,0,0,0,0,137,300,299,279,254,249,253,294,309,316,0,0,0,0,0,0,1670,23,6,17,36,1486,764,0,0,161,327,0,0,0,0,0,2,5,13,19,19,25,31,38,41,41,48,57,58,89,374,2,10,31,50,64,84,306,289,738,0,0,0,0,0,0,4435,666,411,285,334,451,679,542,383,380,380,311,226,121,51,15,8,0,0,0,16,22,9,6,0,0,18,550,0,50,103,32,12,4,416,55,31,17,8,371,73,66,56,43,46,40,24,28,19,14,8,7,4,0,2
15,41,3,0,5,17,0,0,0,0,0,0,136,294,294,290,277,257,273,278,475,0,0,3,0,0,0,1698,24,5,18,32,758,1195,72,136,254,178,9,4,0,0,8,0,0,3,5,10,18,20,19,28,33,40,58,59,78,309,0,19,39,53,51,96,510,254,590,232,0,0,0,0,181,4096,943,529,257,204,234,260,294,346,376,393,374,312,202,86,12,8,0,0,0,0,5,2,0,0,0,27,516,0,0,76,24,9,1,375,57,35,15,7,315,61,47,48,31,36,31,17,16,2,2,4,2,0,5,10
