4557,0,3661,3355,3279,3185,3071,2911,2719,2346,2191,2129,2061,2009,1739,1608,1493,1390,1281,1160,1031,921,791,668,543,427,358,299,257,234,216,207,0,38,4,0,11,21,20,23,56,0,0,24,61,83,93,95,94,105,116,112,331,0,0,0,0,0,0,7,14,30,70,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,145,101,55,0,0,0,0,0,0,0,0,0,0,0,39,93,153,232,314,413,532,654,772,897,1004,1122,1237,1357,1471,1619,1768,1908,2089,2451,2683,2933,3135,3316,3480,3629,4100
59,368,83,114,152,197,296,369,297,203,0,0,0,207,162,116,107,89,88,71,53,67,48,56,64,41,33,29,11,7,0,0,0,22,5,9,27,33,37,41,95,43,0,16,51,76,100,104,108,112,129,132,413,0,0,3,0,0,0,5,19,35,117,14,13,21,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,54,0,72,141,92,0,0,0,0,0,0,0,0,0,0,0,0,15,27,48,67,71,83,84,90,104,97,110,105,114,111,119,156,147,153,529,269,151,74,49,39,38,42
48,276,58,67,88,114,203,401,371,373,0,0,0,117,210,107,94,80,83,72,41,44,40,51,51,41,32,31,13,9,0,0,0,4,0,0,21,53,83,59,92,100,54,39,49,78,97,103,109,120,143,146,492,244,127,80,0,0,0,15,35,59,217,38,37,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,19,0,0,86,169,160,0,0,0,0,0,0,0,0,0,0,0,21,40,56,65,55,73,70,82,81,83,92,86,101,105,109,198,105,92,434,0,0,0,5,12,30,28
45,200,34,24,11,0,0,194,377,741,0,0,0,0,135,106,91,73,61,50,37,15,0,15,26,19,15,12,0,0,0,0,0,0,0,0,0,0,83,129,191,255,167,131,92,94,108,122,115,115,139,156,337,297,217,199,0,0,0,0,0,0,256,46,34,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,151,42,13,0,0,0,0,0,0,0,9,18,34,36,50,52,51,73,64,75,69,82,78,77,92,83,85,129,0,41,388,0,0,0,0,8,23,25
37,140,31,18,1,0,0,0,0,732,413,68,32,0,70,88,87,71,68,48,41,18,0,0,9,6,4,0,0,0,0,0,0,0,0,0,0,12,21,0,0,133,143,142,133,123,127,142,133,117,137,163,268,288,271,356,8,0,0,0,0,0,300,55,44,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,91,31,19,0,0,0,0,0,0,0,0,0,9,27,40,32,36,50,45,55,56,62,59,57,64,55,73,78,0,73,351,0,0,0,0,4,15,26
29,90,21,15,0,0,0,0,0,301,628,41,64,55,48,64,80,68,55,47,44,33,19,3,0,0,0,0,0,0,0,0,0,0,15,6,0,3,0,0,0,73,121,139,148,140,133,162,177,160,155,155,227,247,278,528,14,0,0,0,0,0,341,56,42,31,18,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,8,0,7,62,27,25,6,0,0,0,0,0,0,0,0,9,27,20,17,27,34,29,39,34,33,39,39,55,56,74,76,87,137,301,0,0,0,0,5,14,22
14,43,16,4,0,0,0,0,0,0,596,0,0,15,18,28,57,91,41,34,24,8,6,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,41,89,124,151,165,158,163,184,169,194,186,241,366,512,820,17,6,8,28,0,0,378,58,49,38,24,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,24,40,27,15,2,0,17,18,11,2,0,0,0,0,0,0,0,0,2,9,0,3,10,14,18,21,13,22,26,27,50,47,63,59,70,76,219,6,0,0,0,0,4,9
0,8,5,0,0,0,0,0,0,0,587,294,0,0,0,0,0,55,35,27,9,0,0,0,0,0,0,0,0,0,0,2,3,10,46,0,0,0,0,0,4,30,58,95,129,151,161,166,202,187,185,192,0,0,252,976,12,0,0,47,7,0,436,85,62,46,33,24,14,0,0,0,0,0,0,0,0,0,5,0,0,0,54,53,37,21,13,9,1,2,3,0,0,0,0,0,0,0,0,0,0,6,0,0,2,4,3,4,8,8,16,20,37,31,42,44,58,64,151,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,275,560,0,0,13,4,0,23,29,20,12,0,0,0,0,0,0,0,0,0,7,15,21,27,72,0,0,0,0,5,16,38,50,85,115,137,168,174,187,214,194,302,311,320,286,1132,12,15,0,115,127,231,488,71,55,43,33,30,20,6,5,2,0,0,0,0,0,0,20,6,0,0,125,112,133,106,84,47,22,13,12,4,0,0,0,0,0,0,0,0,6,14,23,18,14,15,0,0,9,0,5,11,22,26,33,34,44,69,103,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,551,542,267,178,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,14,25,29,37,106,0,0,0,0,5,19,45,51,79,121,120,158,190,181,210,201,0,0,166,233,1264,0,24,140,247,221,270,309,73,67,50,52,44,30,19,22,15,12,0,0,0,0,24,53,39,55,89,185,98,71,0,7,3,0,27,24,5,0,0,0,0,0,0,0,9,20,0,18,32,31,41,0,0,23,5,0,4,11,18,18,26,37,84,49,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,257,174,267,185,13,4,0,0,0,0,0,0,0,0,0,0,0,8,17,28,37,46,137,59,33,0,0,12,27,50,53,64,116,113,130,181,198,218,331,0,0,101,174,1366,0,15,854,672,529,413,269,83,77,70,64,53,42,35,37,25,16,4,0,0,0,79,78,78,93,121,153,79,41,0,0,0,3,62,14,0,0,0,0,0,0,3,13,21,41,0,11,31,43,77,39,0,50,20,4,0,1,7,9,19,23,52,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6,145,113,137,291,0,0,0,0,0,0,0,0,0,0,0,0,5,15,29,39,36,59,118,93,92,47,27,27,31,54,66,61,99,125,131,160,194,198,445,239,123,127,156,1464,0,0,863,0,0,0,1,0,93,80,74,53,55,51,44,31,21,9,0,43,78,156,110,116,129,151,176,76,27,0,0,0,0,75,9,0,0,0,0,0,8,12,24,34,73,40,37,44,52,81,94,54,115,25,7,5,0,0,0,3,11,27,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,53,81,0,282,0,0,0,0,0,0,0,0,0,0,0,0,11,22,34,58,52,64,107,108,116,89,68,53,52,59,70,75,98,122,127,150,197,220,327,307,208,179,162,1553,796,870,872,0,0,0,0,5,160,90,77,72,83,62,53,46,42,47,79,123,129,151,141,130,136,129,105,0,0,0,0,0,0,95,14,0,0,0,0,7,18,23,49,78,83,68,64,62,51,74,98,77,228,52,29,18,0,0,0,0,4,2,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,273,115,41,9,0,0,0,0,0,0,0,0,15,32,57,48,58,77,71,93,114,129,109,112,94,89,87,95,81,102,125,137,146,157,208,266,305,268,234,210,872,825,1534,432,0,0,0,0,0,218,96,82,87,72,69,66,60,64,91,120,136,144,156,163,115,121,112,72,3,0,0,0,198,189,180,21,0,9,9,8,13,27,0,0,46,71,73,85,89,82,83,103,98,279,0,0,0,0,0,0,2,13,11,31,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,140,115,42,0,0,0,0,0,0,0,0,0,0,0,40,97,153,247,333,430,549,682,788,904,1016,1125,1230,1362,1473,1601,1769,1934,2089,2426,2683,2919,3132,3315,3466,3619,4097,4549,0,3630,3363,3297,3228,3101,2941,2741,2354,2190,2131,2062,2010,1735,1612,1508,1402,1285,1178,1047,935,801,673,586,479,366,293,261,236,216,207,0,37,12,0,11,20,24,33,56,0,0,31,62,73,95,102,96,92,108,117,352,0,0,0,0,0,0,4,18,26,65,4,0,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,19,54,0,72,150,84,0,0,0,0,0,0,0,0,0,0,0,0,19,36,55,66,89,83,90,94,99,92,83,102,106,110,120,171,156,128,532,288,158,82,47,37,47,44,60,364,101,103,124,207,290,377,287,196,0,0,0,210,145,111,104,78,57,73,65,55,43,50,51,52,43,30,15,8,0,0,0,16,6,6,25,31,36,40,94,58,0,20,45,68,82,105,115,120,133,135,433,0,0,5,0,0,0,7,16,28,107,15,9,16,27,5,0,0
0,0,0,0,0,0,0,0,0,0,0,18,27,17,0,0,90,165,156,0,0,0,0,0,0,0,0,0,0,0,17,42,55,62,64,59,78,74,78,73,91,110,99,95,104,207,114,76,446,0,0,0,5,14,32,40,64,257,61,53,57,96,175,398,374,371,0,0,0,125,204,115,113,90,56,49,49,45,35,50,33,31,31,22,11,9,0,0,0,3,0,0,18,44,80,57,76,113,60,48,55,76,83,115,112,116,135,155,516,259,134,84,0,0,0,17,41,68,211,27,28,31,20,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,147,37,10,0,0,0,0,0,0,0,9,18,36,49,48,50,52,54,66,57,60,70,86,82,67,76,91,143,0,38,398,0,0,0,0,8,31,36,54,178,39,18,10,0,0,187,368,730,0,0,0,0,128,95,99,83,61,51,42,22,0,22,30,18,18,12,0,0,0,0,0,0,0,0,0,0,84,128,176,247,162,116,92,91,85,120,125,126,130,170,360,323,236,206,0,0,0,0,0,0,250,47,46,31,14,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,92,26,13,0,0,0,0,0,0,0,0,0,8,31,31,34,33,40,45,35,48,59,64,61,57,74,89,93,0,67,354,0,0,0,0,8,22,24,37,121,31,14,6,0,0,0,0,721,390,67,37,0,72,75,94,78,55,47,39,27,0,0,8,6,5,0,0,0,0,0,0,0,0,0,0,14,23,0,0,131,154,149,133,116,109,132,138,143,134,157,266,295,288,376,5,0,0,0,0,0,289,52,43,24,12,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,12,0,4,66,25,20,6,0,0,0,0,0,0,0,0,9,27,13,17,16,30,34,39,50,47,48,42,43,62,77,73,81,135,307,0,0,0,0,5,11,19,27,78,26,9,0,0,0,0,0,313,618,29,57,48,46,55,73,77,50,44,34,36,17,6,0,0,0,0,0,0,0,0,0,0,13,4,0,5,0,0,0,68,112,127,147,127,127,140,146,159,163,184,249,287,302,551,11,0,0,0,0,0,329,60,47,31,24,12,9,0
0,0,0,0,0,0,0,0,0,0,0,0,29,46,30,16,4,0,24,14,9,1,0,0,0,0,0,0,0,0,1,8,0,4,10,22,23,24,24,26,33,33,37,56,64,61,73,85,221,5,0,0,0,0,4,8,12,35,19,6,0,0,0,0,0,0,592,0,0,16,17,31,53,87,34,36,24,10,3,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,43,103,120,144,144,130,147,161,158,141,169,206,353,516,833,17,4,7,29,0,0,371,66,48,39,29,16,6,0
0,0,0,0,0,0,0,0,2,0,0,0,64,48,41,23,15,5,4,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,5,7,7,8,14,17,34,50,49,49,62,78,149,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,583,274,0,0,0,0,0,58,24,18,13,0,0,0,0,0,0,0,0,0,0,5,7,12,45,0,0,0,0,0,5,28,76,113,128,158,159,160,168,183,170,183,0,0,265,984,13,0,0,43,5,0,423,78,59,49,39,24,7,0
7,2,0,0,0,0,0,0,19,12,0,0,116,90,124,87,68,36,14,17,9,5,0,0,0,0,0,0,0,0,9,15,24,13,14,14,0,0,7,0,5,12,24,25,31,40,56,75,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,556,0,0,14,5,0,31,34,17,15,0,0,0,0,0,0,0,0,0,4,13,20,26,77,0,0,0,0,4,15,29,61,100,126,142,150,162,169,187,190,291,300,309,312,1163,9,8,0,139,145,248,472,78,61,51,38,19,13,6
18,13,13,0,0,0,0,31,54,38,48,84,177,95,74,0,4,2,0,39,26,8,0,0,0,0,0,0,0,10,17,0,21,28,26,38,0,0,24,6,0,2,14,21,28,28,37,69,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,538,266,154,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,11,27,30,29,103,0,0,0,0,7,21,34,59,83,111,129,165,186,180,196,213,0,0,151,251,1294,0,17,140,248,205,261,286,90,73,63,53,39,32,23
35,30,18,3,0,0,0,86,78,78,109,129,152,83,44,0,0,0,3,71,15,0,0,0,0,0,0,3,12,23,41,0,13,34,41,75,36,0,41,14,6,0,1,3,5,12,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,200,259,166,14,5,0,0,0,0,0,0,0,0,0,0,0,7,12,29,43,46,141,65,33,0,0,11,24,39,53,80,108,113,143,184,185,190,317,0,0,76,185,1402,0,12,845,666,526,403,262,85,84,64,53,41,42,42
40,29,18,7,0,47,76,145,107,112,134,144,163,73,22,0,0,0,0,93,13,0,0,0,0,0,11,13,22,32,73,46,47,53,54,80,91,54,101,29,11,2,0,0,0,2,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,139,119,151,285,0,0,0,0,0,0,0,0,0,0,0,0,7,16,26,33,43,53,116,110,100,50,36,31,33,56,58,82,113,115,120,176,198,218,443,234,107,94,149,1487,0,0,854,0,0,0,4,0,90,69,68,61,54,47
53,39,43,41,59,118,104,140,134,123,139,129,89,0,0,0,0,0,0,107,9,0,0,0,0,4,16,18,43,70,81,59,55,63,67,77,85,81,214,55,32,17,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,81,0,276,0,0,0,0,0,0,0,0,0,0,0,0,11,19,28,40,46,54,93,119,116,88,73,57,53,66,75,83,112,136,127,148,163,195,331,297,216,166,160,1586,783,825,863,0,0,0,0,4,152,84,75,69,62,60
73,70,81,85,121,145,140,159,149,131,135,96,55,6,0,0,0,212,203,194,24,0,9,12,8,15,38,0,0,34,70,87,76,79,87,99,100,108,276,0,0,0,0,0,0,4,9,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,267,108,45,9,0,0,0,0,0,0,0,0,15,36,64,61,69,75,65,79,118,138,114,97,74,71,74,79,89,115,134,140,155,158,182,281,281,261,236,192,912,896,1521,443,0,0,0,0,0,215,92,81,82,82,83
1728,1601,1507,1402,1303,1182,1056,943,826,707,588,476,379,304,271,247,230,221,0,36,12,0,7,24,29,24,65,0,0,23,46,80,92,88,102,119,120,130,357,0,0,0,0,0,0,7,20,27,73,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,141,105,46,0,0,0,0,0,0,0,0,0,0,0,41,94,160,241,319,419,540,685,816,939,1033,1136,1251,1364,1466,1600,1786,1965,2136,2493,2725,2959,3145,3309,3483,3617,4081,4551,0,3668,3374,3288,3202,3086,2933,2743,2350,2193,2133,2062,2005
164,88,84,80,76,73,63,52,49,59,39,50,44,29,17,7,0,0,0,17,6,6,20,30,41,41,103,61,0,16,43,65,94,85,99,121,121,125,430,0,0,3,0,0,0,7,25,31,113,18,16,18,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,54,0,72,140,80,0,0,0,0,0,0,0,0,0,0,0,0,20,33,50,58,87,97,92,89,93,87,107,105,103,116,131,193,157,122,505,242,120,66,47,42,35,45,54,349,93,117,146,198,263,328,275,181,0,0,0,212
217,88,80,66,60,50,49,37,31,59,31,34,30,27,15,9,0,0,0,3,0,0,13,44,77,62,89,116,57,49,51,71,108,107,106,118,135,148,517,261,144,87,0,0,0,14,41,76,226,34,30,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,17,0,0,88,159,150,0,0,0,0,0,0,0,0,0,0,0,24,38,48,55,83,76,63,67,70,74,85,81,103,109,119,216,106,90,434,0,0,0,6,11,26,38,49,251,55,65,83,132,226,421,378,373,0,0,0,113
158,92,87,71,62,42,33,17,0,28,31,23,16,9,0,0,0,0,0,0,0,0,0,0,74,116,177,254,143,111,82,77,96,111,123,122,125,155,337,309,241,231,0,0,0,0,0,0,260,45,31,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,141,40,10,0,0,0,0,0,0,0,9,18,37,36,41,59,66,54,55,75,72,67,70,79,90,93,98,136,0,55,371,0,0,0,0,6,21,28,38,189,32,23,11,0,0,211,379,743,0,0,0,0
91,94,86,66,56,48,31,21,0,0,6,4,5,0,0,0,0,0,0,0,0,0,0,11,20,0,0,145,151,141,126,109,109,142,153,150,127,163,259,285,271,380,2,0,0,0,0,0,307,53,39,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,83,31,13,0,0,0,0,0,0,0,0,0,9,28,34,43,41,41,48,48,45,44,65,65,70,76,69,82,0,75,322,0,0,0,0,4,19,27,34,139,27,19,6,0,0,0,0,734,405,68,35,0
49,71,91,79,49,47,41,35,16,4,0,0,0,0,0,0,0,0,0,0,16,7,0,2,0,0,0,77,119,127,148,138,112,127,168,177,155,158,209,265,271,536,14,0,0,0,0,0,346,52,43,38,16,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,6,0,3,55,27,22,9,0,0,0,0,0,0,0,0,8,27,16,21,20,23,35,33,41,31,45,47,58,59,62,83,77,129,284,0,0,0,0,4,17,20,22,91,21,12,0,0,0,0,0,311,630,40,66,57
25,32,61,97,50,25,18,11,5,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,49,101,110,141,160,147,136,150,170,183,195,200,355,508,842,15,3,9,33,0,0,394,64,45,46,26,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,26,33,25,17,12,0,17,13,4,1,0,0,0,0,0,0,0,0,5,10,0,2,10,15,19,15,19,17,33,35,38,42,54,71,63,90,212,5,0,0,0,0,5,6,12,47,15,6,0,0,0,0,0,0,596,0,0,20
0,0,0,53,47,25,7,0,0,0,0,0,0,0,0,0,0,5,8,10,47,0,0,0,0,0,5,33,75,99,116,147,156,158,168,185,188,199,0,0,231,986,13,0,0,46,3,0,447,70,55,54,25,16,6,0,0,0,0,0,0,0,0,0,6,0,0,0,59,45,46,29,22,7,5,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,5,7,9,11,8,18,23,26,48,55,53,44,70,133,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,587,279,0,0
14,5,0,19,35,27,13,0,0,0,0,0,0,0,0,0,4,13,25,32,77,0,0,0,0,4,15,42,65,95,116,135,155,168,170,174,183,311,320,329,279,1156,10,11,0,133,140,255,495,61,52,43,34,35,23,11,9,8,0,0,0,0,0,0,22,5,0,0,125,101,144,109,84,43,20,16,14,6,0,0,0,0,0,0,0,0,7,16,25,23,18,15,0,0,9,0,9,17,24,39,30,39,45,76,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,560,0,0
