0,0,0,16,24,41,48,63,55,51,59,51,64,57,130,0,0,0,3,7988,77,42,27,4,0,0,0,13,28,45,50,53,69,65,56,65,66,66,68,66,67,61,63,1983,69,40,30,0,0,0,0,15,28,44,68,89,81,80,69,67,66,66,58,56,59,72,64,60,2781,113,38,0,0,0,0,1592,53,39,29,10,0,0,4,21,38,66,1588,5,0,0,0,21,45,68,171,173,124,101,74,61,55,43,65,0,0,0,0,63,20,21,13,4
0,0,0,8,19,33,34,34,35,36,30,37,48,41,76,0,0,0,6,8053,66,34,20,0,0,0,0,15,23,31,40,37,43,42,41,54,42,46,57,58,50,44,43,1890,59,34,20,0,0,0,0,11,32,42,74,79,59,50,40,40,42,39,37,42,45,50,38,38,2673,160,65,5,0,0,0,1648,59,44,23,0,0,0,6,23,40,68,1641,5,0,0,0,8,36,61,107,153,142,145,132,112,92,88,119,0,0,0,0,101,39,30,25,9
0,0,0,10,12,12,18,15,24,14,17,21,25,22,36,0,0,0,0,8095,62,41,25,0,0,0,0,20,15,20,24,24,25,27,33,38,31,35,44,24,18,17,22,1831,70,42,24,0,0,0,0,10,24,26,90,54,28,26,19,18,21,16,26,20,24,29,15,21,2559,260,94,5,0,0,0,1698,63,44,20,0,0,0,8,30,46,71,1695,5,0,0,0,18,55,106,185,286,382,465,541,345,231,176,204,0,0,0,3,157,53,36,33,8
0,0,0,0,0,0,0,0,0,0,0,4,9,7,11,0,0,0,0,8142,66,37,13,0,0,0,0,0,0,0,4,7,6,12,11,7,6,7,9,0,0,6,11,1764,67,49,20,0,0,0,0,9,19,24,65,0,0,0,0,0,0,0,0,0,0,2,0,14,2388,384,158,0,0,0,0,1744,64,46,29,7,0,0,6,26,53,69,1763,11,0,0,0,0,0,0,6,5,10,0,270,308,278,242,338,0,0,0,0,199,53,42,31,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8189,63,38,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1708,66,55,28,0,0,0,0,4,10,13,32,0,0,0,0,0,0,0,0,0,0,0,0,17,2177,582,275,0,0,0,0,1787,60,35,17,0,0,0,7,18,47,60,1822,8,0,0,0,0,0,0,0,0,0,0,140,224,277,287,506,0,0,0,0,234,57,52,29,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8246,63,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1647,71,62,41,0,0,0,0,7,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,15,1862,894,546,0,0,0,0,1831,59,36,27,0,0,0,12,26,50,56,1891,10,0,0,0,0,0,0,0,0,0,0,85,209,260,261,651,329,0,0,0,291,72,52,32,12
0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,8297,59,35,14,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,1584,59,66,70,38,13,0,3,13,13,22,24,0,0,0,0,0,5,6,0,0,0,0,0,16,1390,1205,1137,0,0,496,973,1874,61,38,24,0,0,0,12,26,48,60,1940,0,0,0,0,0,0,0,0,0,0,0,0,97,202,240,458,564,283,147,84,401,72,55,35,6
0,0,0,10,24,23,23,11,8,9,12,24,13,12,36,0,0,0,0,8345,60,44,26,19,21,30,22,23,13,20,3,0,0,0,4,26,63,107,268,516,762,939,1087,1541,42,39,29,24,16,0,6,22,28,35,52,0,0,0,0,15,20,31,29,0,0,0,0,24,767,1213,2304,2258,2213,2164,1618,1088,144,71,25,0,0,0,13,56,131,233,2268,2398,2538,2719,2885,3025,3116,7766,59,7,0,0,0,53,147,205,354,472,383,269,179,540,72,56,32,7
0,0,0,6,16,30,46,34,26,27,32,42,37,40,67,0,0,0,0,8390,66,54,44,40,33,35,30,31,25,30,10,0,0,0,0,15,42,59,310,427,418,350,290,404,40,34,15,8,0,0,15,29,36,50,89,0,0,0,0,14,27,39,59,2,0,0,0,16,120,54,57,54,59,46,50,42,38,20,6,0,0,0,0,15,57,81,128,208,268,294,279,242,192,4561,67,9,0,0,0,24,102,165,269,392,401,345,298,755,69,46,29,7
0,0,0,11,25,33,60,68,57,45,43,63,60,66,122,0,0,0,0,8459,77,68,52,48,46,54,53,47,34,32,7,0,0,0,0,16,40,52,527,531,405,275,187,202,26,23,12,0,0,9,17,34,46,60,139,0,0,0,0,12,28,51,115,7,0,0,0,18,70,38,41,43,52,36,38,29,29,15,3,0,0,0,0,22,67,94,174,268,322,296,247,183,123,4395,97,5,0,0,0,8,62,131,202,298,358,327,314,973,69,52,42,10
0,0,0,27,82,139,657,710,759,802,432,255,163,124,205,4,0,0,0,8671,412,693,1328,2571,2533,2490,2434,2391,155,91,26,0,0,0,0,21,37,60,1000,511,252,150,85,74,15,14,10,10,25,46,70,101,76,73,193,0,0,0,0,12,32,49,153,0,0,0,0,20,23,16,18,22,37,17,16,16,19,7,0,0,0,0,0,29,82,117,240,370,346,296,172,105,78,4260,177,5,0,0,0,17,67,148,282,449,669,847,1017,2053,62,53,27,0
0,0,0,21,46,60,469,0,0,400,629,465,336,225,357,8,0,0,0,9134,893,1315,1984,1287,0,0,0,2188,58,44,24,4,0,0,0,11,33,60,951,0,0,0,0,0,0,0,0,0,0,0,0,64,77,87,263,0,0,0,0,21,37,53,192,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,50,111,136,362,491,257,119,0,10,33,4105,353,0,0,0,0,0,0,0,0,0,0,0,0,2097,59,52,24,0
0,0,0,13,39,59,418,7,0,0,309,386,391,317,523,0,0,0,0,9679,1042,1171,1008,0,0,0,0,2144,56,36,14,0,0,0,0,13,36,59,907,0,0,0,0,0,0,0,0,0,0,0,0,45,65,75,323,153,0,0,0,19,37,61,245,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,136,178,564,283,0,0,0,12,46,3881,667,0,0,0,0,0,0,0,0,0,0,0,0,2148,62,47,18,0
0,0,2,26,46,67,353,0,0,0,158,361,384,365,740,0,0,0,0,10165,939,828,499,0,0,0,10,2104,62,37,8,0,0,0,0,19,39,69,867,13,0,0,0,0,0,0,0,0,0,0,5,34,54,72,227,279,0,0,0,17,40,58,307,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,188,212,446,0,0,0,0,24,47,3509,1276,0,0,0,0,0,0,0,0,0,0,0,0,2192,54,38,13,0
0,0,0,17,35,56,303,0,0,0,0,182,306,319,914,0,0,0,0,10547,744,559,280,0,0,0,10,2038,57,41,12,0,0,0,6,30,39,63,791,10,0,0,0,0,0,0,0,0,0,0,10,35,53,68,165,378,199,0,0,15,37,61,356,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,7,0,0,208,242,194,326,0,0,0,0,15,38,2857,2557,1568,0,4,0,0,0,7,0,0,0,0,0,2237,58,41,25,0
0,0,0,13,34,50,265,0,0,0,0,86,209,277,1075,0,0,0,0,10855,589,382,147,0,0,0,8,1988,55,44,17,0,0,0,0,16,40,64,745,5,0,0,0,10,11,11,19,12,22,16,25,37,56,69,133,264,352,186,100,68,54,70,420,23,11,11,16,15,30,16,8,4,0,4,33,58,100,136,174,219,285,323,366,413,251,164,223,0,0,0,0,23,48,1533,1913,3177,2786,2270,1590,898,372,181,50,0,0,0,0,2288,65,37,19,0
0,0,0,10,30,53,219,0,0,0,0,52,132,218,1205,7,0,0,0,11089,435,220,73,0,0,0,0,1938,60,43,30,7,0,0,0,17,45,55,693,6,0,0,0,9,16,27,38,37,38,39,42,47,61,66,102,177,269,246,188,136,100,87,500,35,31,32,35,38,41,26,20,17,6,0,6,15,30,37,44,46,51,45,55,69,66,67,110,4,0,0,10,31,38,548,557,775,1020,1276,1342,1052,377,193,76,11,0,0,0,2335,65,30,15,0
0,0,0,14,37,53,174,0,0,0,0,41,93,176,1304,0,0,0,0,11258,295,135,48,0,0,0,0,1884,58,32,19,7,0,0,5,27,43,59,639,0,0,0,0,13,25,34,42,56,59,61,63,62,66,84,110,153,209,228,229,195,163,128,615,56,55,58,52,59,48,47,42,25,13,2,0,9,25,27,28,22,33,32,38,51,38,36,54,0,0,0,4,13,21,247,290,474,754,1144,1585,1677,536,283,99,13,0,0,0,2384,55,32,20,0
0,0,0,17,29,36,134,0,0,0,6,37,81,134,1386,0,0,0,7,11389,202,96,34,0,0,0,7,1842,61,31,11,0,0,0,0,18,37,60,584,0,0,0,0,9,36,69,110,149,191,235,289,350,403,480,551,655,793,914,1047,1164,680,408,1290,447,404,361,315,264,211,174,117,78,59,38,9,0,15,11,9,9,18,22,25,36,15,11,19,0,0,0,0,6,10,79,98,188,378,713,1437,2836,755,475,170,9,0,0,3,2440,54,38,17,0
0,0,0,6,20,22,97,0,0,0,0,18,73,107,1453,0,0,0,8,11490,136,73,27,5,0,0,0,1780,59,39,6,0,0,0,0,13,31,63,540,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,0,5,0,0,587,650,545,1582,0,0,0,7,0,0,6,0,0,0,5,0,0,0,0,0,0,0,4,5,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2458,974,748,346,4,0,0,0,2479,62,43,14,0
0,0,0,6,8,14,75,6,0,0,0,17,64,98,1529,6,0,0,0,0,242,128,54,12,0,0,0,1734,53,41,14,0,0,0,0,21,45,71,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,470,508,1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963,1181,1097,656,0,0,0,0,2536,59,35,16,0
0,0,4,22,0,6,33,0,0,0,2,16,49,94,1597,0,0,0,525,2352,51,24,12,0,0,0,0,1690,64,43,20,0,0,0,7,33,46,59,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,334,453,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360,1227,1500,1350,0,0,0,0,2571,57,40,17,2
0,0,0,39,5,0,10,0,0,0,7,25,44,74,1652,0,0,0,1016,1777,52,25,8,0,0,0,0,1639,78,46,29,3,0,0,0,19,33,49,393,130,95,54,20,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,81,218,339,2253,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,743,928,1577,2674,2260,1462,0,0,2615,67,45,24,8
0,0,0,70,16,7,10,0,0,0,9,44,98,179,1883,1922,1967,2006,2056,1238,44,27,7,0,0,0,0,1575,93,52,21,0,0,0,0,23,32,50,214,52,42,37,33,15,0,0,15,9,7,9,10,15,19,33,37,0,0,0,0,36,143,277,2422,1207,598,306,173,88,63,44,33,25,18,33,14,14,17,19,10,0,0,0,0,10,23,16,25,20,18,22,29,31,19,9,10,0,0,0,4,284,280,480,837,1579,2985,2937,2901,2858,191,112,52,16
0,0,0,99,26,15,6,0,0,0,0,15,34,48,59,59,59,54,60,158,33,23,9,0,0,0,0,1511,109,55,23,0,0,0,5,24,22,46,137,39,27,19,9,0,0,13,24,22,25,30,25,31,37,36,65,0,0,0,6,49,149,303,1567,2214,2557,2752,2882,2952,3020,3069,3133,3177,3226,0,200,155,108,62,20,0,0,0,0,35,144,301,637,1062,1499,1847,2129,0,228,118,36,0,0,0,0,101,61,61,61,73,68,62,59,56,50,37,20,4
0,0,0,137,37,34,20,0,0,0,0,16,26,40,42,28,31,35,41,96,24,12,5,0,0,0,13,1440,138,67,29,0,0,0,0,11,21,37,81,32,16,9,0,0,4,22,40,46,42,49,52,50,58,71,110,0,0,0,4,14,21,31,42,39,42,46,39,30,38,28,34,28,33,96,37,38,36,31,16,0,0,0,0,48,140,256,637,796,761,651,472,1882,172,103,38,0,0,0,0,47,35,40,41,49,46,44,41,31,32,28,15,2
0,0,6,197,45,36,10,0,0,0,0,6,18,29,15,11,12,16,19,44,11,5,0,0,0,0,22,1340,178,102,45,0,0,0,0,0,8,25,32,22,7,0,5,38,55,88,125,178,214,248,290,329,200,151,216,0,0,0,0,6,10,20,25,18,12,21,11,11,15,12,13,14,22,51,20,25,16,14,20,0,0,0,0,68,193,367,987,910,707,575,293,1543,254,150,74,9,0,0,0,19,20,23,18,23,21,29,28,23,26,15,8,0
0,0,0,233,39,29,8,0,0,0,0,0,4,6,0,0,0,0,1,13,0,0,0,0,0,0,44,1220,212,136,76,5,0,0,0,0,0,6,0,0,0,0,0,5,0,0,3,5,0,0,0,164,188,172,320,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,0,4,0,0,0,0,0,0,0,132,304,512,1635,847,437,200,0,1218,331,208,84,7,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0
0,0,0,270,39,35,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1073,268,203,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,147,169,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,487,665,1377,0,0,0,0,1041,425,329,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,304,41,42,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,867,274,285,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,110,134,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,750,762,1043,0,0,0,0,813,493,468,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,345,60,46,10,0,0,0,0,0,4,0,0,0,0,7,7,0,0,0,0,0,0,221,374,603,220,291,440,263,0,0,4,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,3,51,97,129,597,0,0,0,8,14,13,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,12,0,940,946,703,659,0,0,0,0,545,524,656,590,0,0,0,7,6,3,0,0,0,0,0,0,0,0,0,0,0
622,595,566,533,152,88,33,6,0,0,0,11,50,80,119,146,175,213,260,290,333,360,393,418,448,479,286,295,117,160,303,537,503,479,448,403,374,342,309,271,234,188,146,120,87,51,30,0,0,0,0,41,118,204,840,867,899,929,965,1007,1055,1101,1132,1162,1212,1244,1272,1299,1331,1358,1391,1424,1459,1485,1512,1556,1578,1616,1653,1694,1728,1781,1815,1845,929,485,303,0,0,0,10,270,369,662,1220,1183,1158,1133,1106,1060,1022,978,943,916,885,853,828,779,749,723,696,662
27,25,30,27,22,21,11,0,0,0,0,2,14,20,20,25,24,26,25,28,28,23,31,26,33,34,33,76,40,25,27,31,27,30,36,25,29,29,28,33,31,35,29,30,25,17,10,0,0,0,0,14,21,26,33,29,34,27,32,29,31,25,28,27,30,28,26,30,29,28,36,31,33,26,25,29,24,30,29,30,33,36,32,23,22,31,52,0,0,0,6,46,31,31,38,29,24,20,23,25,32,29,25,26,33,25,32,33,29,25,35,31
9,7,6,6,9,9,10,0,0,0,0,0,8,11,10,10,6,10,12,15,12,12,14,9,11,9,8,18,19,16,16,14,12,7,11,9,12,11,13,13,10,11,13,14,13,10,10,0,0,0,0,0,6,8,8,6,11,9,14,11,12,9,9,11,11,9,10,10,8,12,11,6,8,3,5,10,9,10,12,10,9,6,4,7,12,13,20,0,0,0,0,11,9,9,13,13,14,10,7,7,8,9,9,4,7,9,8,8,9,3,7,8
4,8,10,11,10,12,10,0,0,0,0,0,4,4,8,8,12,13,8,8,6,7,5,5,5,10,11,28,15,15,14,10,11,10,9,12,14,8,8,7,12,9,8,11,12,12,10,0,0,0,0,0,3,6,11,9,12,9,10,9,10,11,14,12,10,8,11,14,13,8,9,7,11,8,7,10,10,13,11,11,12,8,9,12,9,10,17,0,0,0,0,19,8,3,8,12,16,11,9,8,7,11,6,11,14,14,13,8,9,11,12,6
31,36,36,31,26,22,8,0,0,0,0,6,20,17,22,21,28,33,35,39,32,31,30,32,20,23,28,81,34,28,22,29,33,30,31,34,31,30,38,27,27,20,29,35,28,19,8,0,0,0,0,17,21,20,29,29,35,34,33,30,28,31,39,35,36,30,29,33,42,39,39,32,31,35,25,27,30,27,29,24,33,30,25,38,32,37,50,0,0,0,4,46,20,26,37,34,30,23,28,26,29,32,27,33,26,24,19,20,22,27,31,32
616,593,560,526,148,88,34,4,0,0,0,11,55,80,117,139,172,206,255,291,334,365,393,430,456,478,274,287,108,165,286,543,507,477,449,404,367,337,306,264,245,197,164,122,87,51,29,0,0,0,0,54,133,213,839,866,896,934,973,1011,1047,1089,1125,1162,1209,1237,1264,1290,1322,1354,1387,1421,1448,1485,1513,1547,1582,1616,1657,1690,1731,1783,1803,1838,967,528,323,0,0,0,8,245,317,635,1226,1190,1158,1128,1101,1052,1020,978,941,912,881,853,822,787,757,730,694,658
0,0,0,341,42,41,15,0,0,0,0,0,5,0,0,0,0,7,11,0,0,0,0,0,0,237,390,653,228,304,437,281,0,0,5,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,5,61,85,119,589,0,0,0,4,7,10,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,10,0,899,918,764,720,0,0,0,0,523,499,673,622,0,0,0,9,5,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,313,44,34,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,872,253,264,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,106,160,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,672,744,1115,0,0,0,0,800,497,506,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,269,46,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,1049,234,196,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,140,187,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,450,587,1428,0,0,0,0,1044,437,345,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,231,49,30,14,0,0,0,0,0,3,3,0,0,0,0,6,12,0,0,0,0,0,0,61,1206,223,161,81,7,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,11,0,0,0,166,192,191,296,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,10,0,3,0,0,0,0,0,0,0,126,295,447,1658,848,419,200,0,1241,325,215,87,7,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0
0,0,7,189,53,32,18,0,0,0,0,7,18,28,21,16,19,19,25,54,16,6,0,0,0,0,40,1327,168,102,39,0,0,0,0,0,13,23,34,17,6,0,7,34,56,85,124,183,221,247,286,329,205,147,199,0,0,0,0,5,4,14,31,21,13,21,21,20,9,7,9,18,18,46,17,31,20,13,20,0,0,0,0,83,204,338,978,959,703,550,282,1502,225,151,68,8,0,0,0,16,19,22,20,22,21,30,20,16,26,14,5,0
0,0,0,129,35,21,19,0,0,0,0,19,23,36,39,36,30,24,39,109,23,16,4,0,0,0,24,1444,140,81,25,0,0,0,0,9,23,34,78,27,22,9,0,0,11,17,27,35,37,32,45,54,59,70,108,0,0,0,5,19,20,23,34,41,37,32,33,35,36,36,26,38,31,104,42,42,26,26,17,0,0,0,0,51,142,267,599,808,758,654,478,1872,178,109,40,0,0,0,0,54,41,40,37,35,41,38,36,32,40,23,17,5
